,Running time,XEntropy,Test performance,Best Validation score,Max epochs,N epochs,Activation function - hidden,Activation function - highway,L2_reg parameter,L1_reg parameter,Batch size,Iterations,Hidden neurons per layer,Hidden Layers,Highway Layers,Learning rate,lr_decay,momentum,Patience,b_T
226,0.896522700787,0.0248841960807,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.25,10000,-1
228,0.87170851628,0.018956986009,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.25,10000,-1
229,0.973533252875,0.00129016586577,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.25,10000,-1
231,0.898235066732,0.049507892068,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.75,10000,-1
232,0.798781565825,0.115086032933,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.75,10000,-1
234,0.806375082334,0.00103849270105,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.75,10000,-1
235,0.866909499963,0.0965706646394,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.9,10000,-1
236,0.79478290081,0.0248891612492,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.9,10000,-1
238,0.96576054891,0.00100224160429,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.9,10000,-1
239,0.81134023269,0.0249135211318,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.99,10000,-1
241,0.778142213821,0.0683146558919,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.99,10000,-1
242,0.807530033588,0.00128110878797,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.99,10000,-1
244,1.10752183199,0.00102152782932,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.25,10000,-2
245,1.05292313099,0.000513198661867,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.25,10000,-2
247,0.795766580105,0.00075908756362,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.25,10000,-2
248,0.855292713642,0.0222342440866,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.75,10000,-2
250,0.87363593181,0.0124022952674,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.75,10000,-2
251,0.78410081466,0.00101115396906,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.75,10000,-2
253,0.816950849692,0.000692195002917,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.9,10000,-2
254,0.885116616885,0.000819088554645,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.9,10000,-2
256,0.79686199824,0.000839466553666,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.9,10000,-2
257,0.830605483055,0.002554932588,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.99,10000,-2
259,0.830490318934,0.0141110586483,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.99,10000,-2
260,0.80322693189,0.000890164305736,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.99,10000,-2
262,0.848257617156,0.000471428447106,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.25,10000,-3
263,0.853552234173,0.000492169622663,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.25,10000,-3
264,0.811425133546,0.000660733368714,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.25,10000,-3
266,0.784610100587,0.000519710162562,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.75,10000,-3
267,0.809350581964,0.000626764833214,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.75,10000,-3
269,0.837563268344,0.000677545488187,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.75,10000,-3
270,0.794244201978,0.000778849433869,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.9,10000,-3
272,0.800067615509,0.000561158515536,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.9,10000,-3
273,0.805573018392,0.000738107743343,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.9,10000,-3
275,0.814446481069,0.000548533266776,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.95,0.99,10000,-3
276,0.842300518354,0.00124909466863,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.97,0.99,10000,-3
278,0.786439967155,0.000832339454062,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.15,0.99,0.99,10000,-3
279,0.832145833969,0.00145565648359,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.25,10000,-1
281,0.814204784234,0.00116775217562,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.25,10000,-1
282,0.805964934826,0.00167308375741,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.25,10000,-1
284,0.861629466216,0.00226703284502,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.75,10000,-1
285,0.823979234695,0.00096652372898,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.75,10000,-1
287,0.831186747551,0.00138353063886,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.75,10000,-1
288,0.831432350477,0.0275014980822,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.9,10000,-1
290,0.829091616472,0.00126318790422,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.9,10000,-1
291,0.794625683626,0.00154732574295,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.9,10000,-1
292,0.79126081864,0.0224684015748,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.99,10000,-1
294,0.823038915793,0.120500379148,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.99,10000,-1
295,0.812794216474,0.00262231752774,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.99,10000,-1
297,0.828520548344,0.00129406082454,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.25,10000,-2
298,0.813346616427,0.00102265322681,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.25,10000,-2
300,0.823457217216,0.00125821528753,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.25,10000,-2
301,0.81076015234,0.000864180349318,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.75,10000,-2
303,0.861958102385,0.000859831592081,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.75,10000,-2
304,0.810237781207,0.00112028417193,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.75,10000,-2
306,0.810781232516,0.00149260738852,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.9,10000,-2
307,0.854467602571,0.00759143335441,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.9,10000,-2
309,0.79707510074,0.00160443292702,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.9,10000,-2
310,0.842356967926,0.0015494316311,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.99,10000,-2
312,0.802071249485,0.0264875617376,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.99,10000,-2
313,0.873642464479,0.00157275900742,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.99,10000,-2
315,0.78798358043,0.00079377345764,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.25,10000,-3
316,0.836751198769,0.000784984096594,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.25,10000,-3
317,0.817152901491,0.00108328924567,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.25,10000,-3
319,0.812656946977,0.000719605715625,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.75,10000,-3
320,0.817762684822,0.000780167171178,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.75,10000,-3
322,0.793313817183,0.00127976370656,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.75,10000,-3
323,0.817998949687,0.000806863105794,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.9,10000,-3
325,0.800302167734,0.000889528704381,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.9,10000,-3
326,0.821767719587,0.00124480433459,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.9,10000,-3
328,0.853844134013,0.00500796757098,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.95,0.99,10000,-3
329,0.804152099291,0.0220066520206,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.97,0.99,10000,-3
331,0.824648185571,0.0011922547167,0.0,inf,50,50,<function relu at 0x7fea12451ed8>,"Elemwise{tanh,no_inplace}",0,0,20,1,50,1,9,0.1,0.99,0.99,10000,-3
